session_id,customer_id,cart_value,status,started_at,last_activity_at
sess_sc_0507,cust_0063,16026.94,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0508,cust_0045,604.65,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0509,cust_0036,2988.17,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0510,cust_0051,542.44,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0511,cust_0009,526.3,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0512,cust_0028,1893.62,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0513,cust_0028,2066.22,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0514,cust_0028,965.47,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
sess_sc_0515,cust_0028,627.92,abandoned,2026-08-28T13:39:28.171848,2026-08-28T13:43:32.026868
sess_sc_0516,cust_0028,4171.05,completed,2026-08-28T20:23:12.514727,2026-08-28T20:28:30.215505
sess_sc_0517,cust_0071,21941.14,abandoned,2026-09-03T07:35:21.682737,2026-09-03T07:38:20.757344
sess_sc_0518,cust_0039,290.69,abandoned,2026-08-28T01:10:54.107279,2026-08-28T01:19:07.954738
sess_sc_0519,cust_0008,1125.23,completed,2026-09-02T12:09:54.209169,2026-09-02T12:12:24.564979
sess_sc_0520,cust_0053,403.67,completed,2026-08-31T07:47:15.025801,2026-08-31T07:54:50.416919
sess_sc_0521,cust_0076,229.47,completed,2026-09-02T21:43:37.982222,2026-09-02T21:49:21.049080
sess_sc_0522,cust_0034,605.87,completed,2026-08-31T09:33:25.273125,2026-08-31T09:35:55.812090
sess_sc_0523,cust_0065,388.66,completed,2026-09-02T16:52:43.171095,2026-09-02T16:57:07.556851
sess_sc_0524,cust_0039,689.13,abandoned,2026-09-03T04:22:11.579097,2026-09-03T04:26:30.515876
sess_sc_0525,cust_0027,1850.57,abandoned,2026-08-29T03:05:07.005884,2026-08-29T03:11:35.280201
sess_sc_0526,cust_0055,696.9,completed,2026-09-02T06:28:59.783825,2026-09-02T06:35:49.792590
sess_sc_0527,cust_0045,1034.09,abandoned,2026-09-02T23:53:28.739661,2026-09-03T00:04:36.706868
sess_sc_0528,cust_0040,669.88,completed,2026-08-30T11:16:20.859586,2026-08-30T11:18:09.232403
sess_sc_0529,cust_0002,913.04,completed,2026-08-27T17:40:42.426863,2026-08-27T17:46:32.063080
sess_sc_0530,cust_0046,1850.98,completed,2026-09-02T21:11:39.047791,2026-09-02T21:16:19.112059
sess_sc_0531,cust_0050,2119.66,completed,2026-08-28T09:45:06.833085,2026-08-28T09:46:38.912424
sess_sc_0532,cust_0014,890.77,completed,2026-08-30T18:51:30.204397,2026-08-30T18:59:12.658204
sess_sc_0533,cust_0018,286.94,completed,2026-09-01T20:18:24.600157,2026-09-01T20:24:43.890581
sess_sc_0534,cust_0009,2819.03,completed,2026-09-02T06:14:22.021213,2026-09-02T06:20:41.169616
sess_sc_0535,cust_0057,3446.84,completed,2026-08-29T17:34:10.472315,2026-08-29T17:37:26.219776
sess_sc_0536,cust_0040,554.39,completed,2026-09-02T10:38:20.963637,2026-09-02T10:41:16.326577
sess_sc_0537,cust_0007,450.73,abandoned,2026-09-01T00:52:25.343759,2026-09-01T00:57:28.710575
sess_sc_0538,cust_0036,4292.14,completed,2026-09-02T23:06:33.090490,2026-09-02T23:11:06.058973
sess_sc_0539,cust_0059,17371.67,abandoned,2026-08-30T10:30:16.774398,2026-08-30T10:41:16.747369
sess_sc_0540,cust_0073,545.58,abandoned,2026-08-29T22:29:28.707429,2026-08-29T22:31:09.544071
sess_sc_0541,cust_0013,4927.27,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0542,cust_0005,503.12,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0543,cust_0047,701.63,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0544,cust_0042,678.61,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0545,cust_0077,564.49,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0546,cust_0050,1514.57,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0547,cust_0042,4270.94,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0548,cust_0067,2638.28,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0549,cust_0027,1600.89,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0550,cust_0037,786.29,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0551,cust_0004,3284.81,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0552,cust_0023,4374.47,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0553,cust_0052,5504.77,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0554,cust_0057,949.61,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0555,cust_0024,25334.38,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0556,cust_0048,227.27,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0557,cust_0032,479.7,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0558,cust_0066,805.52,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0559,cust_0018,1053.19,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0560,cust_0003,434.67,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0561,cust_0028,24510.95,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
sess_sc_0562,cust_0017,13015.56,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0563,cust_0060,190.66,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0564,cust_0070,2723.06,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0565,cust_0015,720.11,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0566,cust_0063,579.15,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0567,cust_0054,577.53,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0568,cust_0067,486.6,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0569,cust_0070,1021.7,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0570,cust_0002,269.24,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0571,cust_0074,135.79,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0572,cust_0022,5404.88,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0573,cust_0017,2911.63,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0574,cust_0025,396.01,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0575,cust_0060,1564.95,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0576,cust_0042,2856.68,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0577,cust_0049,708.8,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0578,cust_0034,1167.53,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0579,cust_0069,388.49,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0580,cust_0054,552.0,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0581,cust_0078,1031.1,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0582,cust_0051,4037.99,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0583,cust_0077,180.77,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0584,cust_0046,597.31,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0585,cust_0047,256.29,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0586,cust_0035,658.05,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0587,cust_0071,3443.28,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0588,cust_0062,160.62,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0589,cust_0011,21508.99,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0590,cust_0070,4032.83,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0591,cust_0022,233.19,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0592,cust_0063,449.3,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0593,cust_0078,479.56,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0594,cust_0052,1391.13,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0595,cust_0057,238.45,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0596,cust_0075,12099.28,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0597,cust_0015,226.82,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0598,cust_0066,1711.99,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0599,cust_0016,1305.97,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0600,cust_0074,4079.46,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0601,cust_0072,1268.53,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0602,cust_0033,2750.1,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0603,cust_0069,16848.24,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0604,cust_0038,1606.12,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0605,cust_0043,765.09,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0606,cust_0051,612.92,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0607,cust_0034,142.65,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0608,cust_0053,1447.75,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0609,cust_0040,963.28,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
sess_sc_0610,cust_0063,16491.51,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0611,cust_0045,683.66,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0612,cust_0036,3031.55,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0613,cust_0051,685.19,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0614,cust_0009,656.26,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0615,cust_0028,2031.79,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0616,cust_0028,2118.92,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0617,cust_0028,907.14,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
